FilePath,LineNumber,RecieverVaribale,Context,Label
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/SyntaxUtilities.java,92,java.lang.String,java.lang.String equals  if else Color.orange return  if else Color.yellow return  if else Color.blue return  if else Color.green return  if else,equals
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/EnhancedTreeCellRenderer.java,88,java.beans.PropertyChangeEvent,java.beans.PropertyChangeEvent getSource  if,getSource
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/SyntaxUtilities.java,98,java.lang.String,java.lang.String equals  if else Color.gray return  if else Color.lightGray return  if else Color.white return  if else Color.orange return  if else,equals
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/SyntaxUtilities.java,70,java.lang.String,java.lang.String trim length return 0) == length || null ==  if,trim
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/HtmlUtilities.java,117,java.lang.StringBuilder,java.lang.StringBuilder append append append {") StringBuilder StringBuilder,append
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/ThreadUtilities.java,97,java.lang.Thread,java.lang.Thread current  if } } { InterruptedException  catch,currentThread
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/TaskManager.java,252,java.lang.Runnable,java.lang.Runnable toString return,toString
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/TaskManager.java,49,java.util.Collections,java.util.Collections synchronizedList CopyOnWriteArrayList<TaskListener>,synchronizedList
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/ThreadUtilities.java,123,java.awt.EventQueue,java.awt.EventQueue invokeAndWait { try CountDownLatchRunnable CountDownLatchRunnable boolean,invokeAndWait
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/Log.java,174,java.io.Writer,java.io.Writer write write write write write { <  for } },write
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/IOUtilities.java,227,java.io.ObjectOutput,java.io.ObjectOutput close { try { !=  if,close
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/PropertiesBean.java,207,java.lang.StringBuilder,java.lang.StringBuilder append append 1) - _len <  if _val.append null return ==  if _str=encode String { _len <  for,append
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,769,java.security.MessageDigest,java.security.MessageDigest update 0xff) & 8 >> 0xff) & charAt char { < length  for,update
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/ThreadUtilities.java,142,java.util.concurrent.CountDownLatch,java.util.concurrent.CountDownLatch getCount  while } } Log.log Exception:") Target Log.log,getCount
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/IOUtilities.java,147,java.io.File,java.io.File isFile  if long,length
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/EnhancedTreeCellRenderer.java,95,java.util.Map,java.util.Map remove removePropertyChangeListener setCellRenderer EnhancedTreeCellRenderer.this) ==  if JTree return JTree)) instanceof  if,remove
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/HtmlUtilities.java,184,java.awt.Color,java.awt.Color getGreen getRed append append append StringBuilder StringBuilder,getGreen
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,716,java.lang.String,java.lang.String equals ||  if else true return "on".equals || "yes".equals ||  if else  return Boolean) instanceof  if else return ==  if,equals
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/HtmlUtilities.java,170,java.lang.StringBuilder,java.lang.StringBuilder append } break valueOf : default,append
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/HtmlUtilities.java,96,java.lang.StringBuilder,java.lang.StringBuilder append append append append  if append  if getFont append !=  if getBackgroundColor,append
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/EnhancedTreeCellRenderer.java,99,java.util.Map,java.util.Map put remove containsKey addPropertyChangeListener } },put
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,589,java.util.Stack,java.util.Stack push push else } push append { '!') == 1) + charAt && length != 1 +  if,push
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/SyntaxUtilities.java,134,java.util.StringTokenizer,java.util.StringTokenizer nextToken hasMoreTokens String {  while StringTokenizer StringTokenizer boolean boolean,nextToken
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/SyntaxUtilities.java,94,java.lang.String,java.lang.String equals  if else Color.white return  if else Color.orange return  if else Color.yellow return  if else Color.blue return  if else,equals
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/Log.java,447,java.io.PrintStream,java.io.PrintStream println else println ERROR) ==  if { >=  if } printStackTrace,println
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/PropertiesBean.java,260,java.lang.Long,java.lang.Long class || _class == .TYPE)   _ret=.valueOf _ret= Long.TYPE) == _class || Long.class ==  if else _ret=Integer.valueOf Integer.TYPE) == _class || Integer.class ==  if else _ret=Float.valueOf Float.TYPE) == _class || Float.class ==  if else _ret=Double.valueOf Double.TYPE) == _class || Double.class ==  if else _ret=Character.valueOf Character.TYPE) == _class || Character.class ==  if else,valueOf
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/PropertiesBean.java,137,java.beans.PropertyDescriptor,java.beans.PropertyDescriptor getName  if { _props) : PropertyDescriptor  for _props=getPropertyDescriptors PropertyDescriptor[] { try,getName
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/HtmlUtilities.java,146,java.lang.String,java.lang.String charAt length char { length <  for,charAt
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,745,java.text.DecimalFormat,java.text.DecimalFormat format return { else } 1024) / KB_FORMAT.format return { 10) << 1024 <  if else,format
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/SyntaxUtilities.java,147,java.lang.String,java.lang.String length tartWith ubtring tartWith ubtring tartWith <  for {  if else } if  {  if else,length
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/SyntaxUtilities.java,86,java.lang.String,java.lang.String equals  if else Color.green return  if else Color.red return  if else } },equals
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/HtmlUtilities.java,183,java.lang.StringBuilder,java.lang.StringBuilder append append append StringBuilder StringBuilder,append
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,521,java.lang.Object,java.lang.Object equals return else false return ==  if else } false return else true return ==  if,equals
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,713,java.lang.String,java.lang.String equals  if else  return Boolean) instanceof  if else return ==  if,equals
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/Log.java,127,java.lang.System,java.lang.System setOut { == System.err && ==  if {  if,setOut
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/HtmlUtilities.java,116,java.lang.StringBuilder,java.lang.StringBuilder append {") StringBuilder StringBuilder,append
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/HtmlUtilities.java,121,java.util.List,java.util.List get get size int get int { size <  for int append,get
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,283,java.lang.StringBuilder,java.lang.StringBuilder append append 1) ==  if else } ') append 0) >  while { 0) ==  if StringBuilder StringBuilder,append
