FilePath,LineNumber,RecieverVaribale,Context,Label
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,534,java.lang.String,java.lang.String startsWith  if,startsWith
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/SyntaxUtilities.java,138,java.lang.String,java.lang.String ubtring tartWith ubtring tartWith  if {  if else } if  {  if,substring
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/HtmlUtilities.java,126,java.lang.StringBuilder,java.lang.StringBuilder append append append append append 1) + get int,append
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/ReverseCharSequence.java,45,java.lang.CharSequence,java.lang.CharSequence length return,length
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,433,java.lang.Character,java.lang.Character isDigit isDigit isDigit  if { _j++) < _j  for } } break,isDigit
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/ReverseCharSequence.java,61,java.lang.CharSequence,java.lang.CharSequence charAt length append { --i) 0 >= 1 -  for StringBuilder StringBuilder length int,charAt
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/SyntaxUtilities.java,151,java.lang.String,java.lang.String charAt charAt length tartWith ubtring tartWith ubtring tartWith  if else 'i') ==  if { length <  for {  if else },charAt
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,766,java.lang.CharSequence,java.lang.CharSequence charAt length char { < length  for getInstance MessageDigest { try,charAt
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/Log.java,619,java.io.ByteArrayOutputStream,java.io.ByteArrayOutputStream toByteArray reset { try printf reset,toByteArray
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/TaskManager.java,133,java.lang.Object,java.lang.Object notifyAll {  synchronized AwtRunnableQueue.INSTANCE.queueAWTRunner { IoTask) instanceof  if },notifyAll
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/XMLUtilities.java,94,java.lang.StringBuilder,java.lang.StringBuilder append append append append append append : default break append '&': case,append
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/PropertiesBean.java,103,java.beans.PropertyDescriptor,java.beans.PropertyDescriptor getName getWriteMethod getName + "." + _pname=root String { !=  if _set=prop.getWriteMethod Method continue  if { _props) : PropertyDescriptor  for,getName
/home/khaledkucse/Project/java/IntellIJSourceCodeAnalysis/[Assignment]MachineLearningCMPT470/./data/repository/jEdit/org/gjt/sp/util/ThreadUtilities.java,97,java.lang.Thread,java.lang.Thread interrupt  if } } { InterruptedException  catch,interrupt
